tweet_id,text,rating_numerator,rating_denominator,name,stage,month,year,tweet_url,retweet_count,favourite_count,img_num,p1,p1_dog,p2,p2_dog,p3,p3_dog
885528943205470208,This is Maisey. She fell asleep mid,13,10,Maisey,,7,2017,https://t.co/tp1kQ8i9JF,6683,36689,1,Pug,True,Labrador Retriever,True,Kuvasz,True
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13,13,10,None,,7,2017,https://t.co/44ItaMubBf,4556,22367,4,Malamute,True,Siberian Husky,True,Eskimo Dog,True
884925521741709313,This is Earl. He found a hat. Nervous about what you think of it. 12,13,10,Earl,,7,2017,https://t.co/MYJvdlNRVa,16439,68152,1,Italian Greyhound,True,American Staffordshire Terrier,True,Staffordshire Bullterrier,True
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13,13,10,Lola,,7,2017,https://t.co/74TKAUsLkO,6096,28514,1,Chow,True,Norwich Terrier,True,Norfolk Terrier,True
884562892145688576,This is Kevin. He's just so happy. 13,13,10,Kevin,,7,2017,https://t.co/1r4MFCbCX5,5100,24765,1,Pug,True,French Bulldog,True,Brabancon Griffon,True
884441805382717440,I present to you,13,10,None,,7,2017,https://t.co/vvBOcC2VdC,5856,27478,1,Pembroke,True,Cardigan,True,Chihuahua,True
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12,13,10,Yogi,doggo,7,2017,https://t.co/YSI00BzTBZ,3128,20771,1,German Shepherd,True,Malinois,True,Norwegian Elkhound,True
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12,13,10,Noah,,7,2017,https://t.co/V85xujjDDY,3586,22349,1,Doberman,True,Miniature Pinscher,True,Kelpie,True
883482846933004288,This is Bella. She hopes her smile made you smile. If not,13,10,Bella,,7,2017,https://t.co/qjrljjt948,10407,46860,1,Golden Retriever,True,Labrador Retriever,True,Kuvasz,True
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13,13,10,Grizzwald,floofer,7,2017,https://t.co/rf661IFEYP,3825,22986,1,Chow,True,Tibetan Mastiff,True,Newfoundland,True
883117836046086144,Please only send dogs. We don't rate mechanics,13,10,None,,7,2017,https://t.co/Se5fZ9wp5E,6949,37914,2,Golden Retriever,True,Labrador Retriever,True,Kuvasz,True
882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13,13,10,Rusty,,7,2017,https://t.co/tyER0KpdXj,4122,24445,1,Eskimo Dog,True,Siberian Husky,True,Dingo,False
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12,13,10,Gus,pupper,7,2017,https://t.co/D43I96SlVu,5134,28903,1,Labrador Retriever,True,Chesapeake Bay Retriever,True,Flat-Coated Retriever,True
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13,13,10,Stanley,,7,2017,https://t.co/Nx52PGwH94,6342,28382,1,Pembroke,True,Chihuahua,True,Cardigan,True
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13,13,10,Alfy,,7,2017,https://t.co/fYP5RlutfA,12118,45880,1,Golden Retriever,True,Labrador Retriever,True,Cocker Spaniel,True
882045870035918850,This is Koko. Her owner,13,10,Koko,,7,2017,https://t.co/zeDpnsKX7w,5203,29900,1,Web Site,False,Dhole,False,Golden Retriever,True
881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12,13,10,Rey,,7,2017,https://t.co/503CgWbhxQ,3533,24773,1,Weimaraner,True,Chesapeake Bay Retriever,True,Koala,False
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13,13,10,Gary,,7,2017,https://t.co/7CSWCl8I6s,11099,51522,1,Saluki,True,Afghan Hound,True,Golden Retriever,True
881536004380872706,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14,13,10,,pupper,7,2017,https://t.co/ghXBIIeQZF,16570,50199,1,Samoyed,True,Angora,False,Persian Cat,False
881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate ,13,10,Elliot,,7,2017,https://t.co/cgwJwowTMC,5358,23501,1,Tusker,False,Indian Elephant,False,Ibex,False
880935762899988482,This is Louis. He's crossing. It's a big deal. 13,13,10,Louis,,6,2017,https://t.co/D0wb1GlKAt,2886,17346,1,Street Sign,False,Umbrella,False,Traffic Light,False
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well,13,10,None,,6,2017,https://t.co/WiAMbTkDPf,3989,21734,1,Pembroke,True,Norwich Terrier,True,Chihuahua,True
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12,13,10,Bella,,6,2017,https://t.co/4VsFysDmiw,6546,29075,1,Golden Retriever,True,Labrador Retriever,True,Cocker Spaniel,True
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12,13,10,Jesse,,6,2017,https://t.co/fUod0tVmvK,4436,27640,1,Chihuahua,True,Meerkat,False,Clumber,True
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11,13,10,None,,6,2017,https://t.co/HauE8M3Bu4,4533,28150,1,Miniature Pinscher,True,Rhodesian Ridgeback,True,Beagle,True
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13,13,10,Romeo,,6,2017,https://t.co/Qh5aEkRQm9,3642,22667,3,Basset,True,Beagle,True,Cocker Spaniel,True
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12,13,10,Bailey,,6,2017,https://t.co/IxM9IMKQq8,3323,23822,1,German Short-Haired Pointer,True,Vizsla,True,Bath Towel,False
879415818425184262,This is Duddles. He did an attempt. 13,13,10,Duddles,,6,2017,https://t.co/UDT7ZkcTgY,45849,107956,1,English Springer,True,Boston Bull,True,Cardigan,True
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12,13,10,Jack,,6,2017,https://t.co/0gOi601EAa,3261,17099,1,Tricycle,False,Labrador Retriever,True,Pembroke,True
879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11,13,10,Steven,,6,2017,https://t.co/2mJCDEJWdD,4941,23022,1,Tabby,False,Window Screen,False,Egyptian Cat,False
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13,13,10,Beau,,6,2017,https://t.co/YDtpCjIPKN,2812,19317,1,Vizsla,True,Miniature Pinscher,True,American Staffordshire Terrier,True
878776093423087618,This is Snoopy. He's a proud ,13,10,Snoopy,puppo,6,2017,https://t.co/lNZwgNO4gS,4319,19763,2,Italian Greyhound,True,Whippet,True,Ibizan Hound,True
878281511006478336,Meet Shadow. In an attempt to reach maximum zooming borkdrive,13,10,Shadow,,6,2017,https://t.co/245xJJElsY,1349,7913,1,Basset,True,Collie,True,Appenzeller,True
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14,13,10,Emmy,,6,2017,https://t.co/cwtWnHMVpe,7181,42876,1,French Bulldog,True,Boston Bull,True,Toy Terrier,True
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13,13,10,Aja,,6,2017,https://t.co/lsPyyAiF1r,17300,71144,2,Chesapeake Bay Retriever,True,Labrador Retriever,True,Weimaraner,True
877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12,13,10,Penny,,6,2017,https://t.co/OYdDlfOGXP,3994,23258,1,Basset,True,Welsh Springer Spaniel,True,Bathtub,False
877316821321428993,Meet Dante. At first he wasn't a fan of his new raincoat,13,10,Dante,,6,2017,https://t.co/SHRTIo5pxc,5414,27907,1,Saluki,True,Italian Greyhound,True,Golden Retriever,True
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12,13,10,Nelly,,6,2017,https://t.co/4g4cfj3P4Y,5880,27755,1,Pembroke,True,Cardigan,True,Basenji,True
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H,13,10,Ginger,pupper,6,2017,https://t.co/j211oCDRs6,3506,21125,1,Bloodhound,True,Redbone,True,Tibetan Mastiff,True
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13,13,10,Benedict,,6,2017,https://t.co/26BXueUgbs,2511,19163,1,Golden Retriever,True,Irish Terrier,True,Chow,True
876120275196170240,Meet Venti,13,10,Venti,,6,2017,https://t.co/ejExJFq3ek,4903,28490,1,Bernese Mountain Dog,True,Saint Bernard,True,Greater Swiss Mountain Dog,True
875747767867523072,This is Goose. He's a womanizer. Cheeky as h,13,10,Goose,,6,2017,https://t.co/V2WlACRJCN,4497,25773,1,Labrador Retriever,True,Chesapeake Bay Retriever,True,Vizsla,True
875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13,13,10,Nugget,,6,2017,https://t.co/ogith9ejNj,5081,22185,1,Siberian Husky,True,Pembroke,True,Dingo,False
875021211251597312,Guys please stop sending pictures without any dogs in th,13,10,None,,6,2017,https://t.co/brCQoqc8AW,4922,26022,2,West Highland White Terrier,True,Siberian Husky,True,Great Pyrenees,True
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12,13,10,Cash,,6,2017,https://t.co/lZhtizkURD,4875,28439,1,Labrador Retriever,True,Staffordshire Bullterrier,True,Beagle,True
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13,13,10,Jed,pupper,6,2017,https://t.co/0YplNnSMEm,4308,26651,1,Cocker Spaniel,True,Miniature Poodle,True,Toy Poodle,True
874057562936811520,I can't believe this keeps happening. This,13,10,None,,6,2017,https://t.co/pwY9PQhtP2,4125,23134,1,Flat-Coated Retriever,True,Black-And-Tan Coonhound,True,Newfoundland,True
874012996292530176,This is Sebastian. He can't see all the colors of the rainbow,13,10,Sebastian,puppo,6,2017,https://t.co/XBE0evJZ6V,11007,35501,2,Cardigan,True,Pembroke,True,Kelpie,True
873580283840344065,We usually don't rate Deck,13,10,None,,6,2017,https://t.co/mNuMH9400n,4143,24837,1,Newfoundland,True,Tibetan Mastiff,True,Chow,True
873213775632977920,This is Sierra. She's one precious pupper. Absolute 12,13,10,Sierra,pupper,6,2017,https://t.co/Xp01EU3qyD,1667,7467,1,Vizsla,True,Bloodhound,True,Chesapeake Bay Retriever,True
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12,13,10,None,doggo,6,2017,https://t.co/EMYIdoblMR,5669,28031,2,Labrador Retriever,True,Chesapeake Bay Retriever,True,German Short-Haired Pointer,True
872820683541237760,Here are my favorite ,13,10,None,,6,2017,https://t.co/17FVMl4VZ5,3884,15029,3,Pug,True,French Bulldog,True,Bull Mastiff,True
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy ,13,10,Monkey,,6,2017,https://t.co/lUcpnZDPz9,3911,21309,1,Cocker Spaniel,True,Sussex Spaniel,True,Standard Poodle,True
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12,13,10,None,,6,2017,https://t.co/BZHiKx3FpQ,9429,41606,1,Pembroke,True,Cardigan,True,Chihuahua,True
872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13,13,10,Harry,,6,2017,https://t.co/ejHvGDfWoa,6649,35085,2,Labrador Retriever,True,Flat-Coated Retriever,True,Chesapeake Bay Retriever,True
872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12,13,10,Kody,,6,2017,https://t.co/PKSpmiefwN,8549,35324,1,Basketball,False,Pug,True,Dalmatian,True
871879754684805121,Say hello to Lassie. She's celebrating ,13,10,Lassie,,6,2017,https://t.co/uK6PNyeh9w,11918,39090,1,Shetland Sheepdog,True,Collie,True,Pomeranian,True
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12,13,10,Rover,pupper,6,2017,https://t.co/AiVljI6QCg,3678,20787,2,Labrador Retriever,True,Golden Retriever,True,Bloodhound,True
871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12,13,10,Napolean,doggo,6,2017,https://t.co/PR7B7w1rUw,3628,20730,2,Komondor,True,Briard,True,Swab,False
871032628920680449,This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control,13,10,Boomer,,6,2017,https://t.co/noNpY2Laoo,3999,23255,1,Kelpie,True,Macaque,False,Dingo,False
870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11,13,10,None,,6,2017,https://t.co/GCD1JccCyi,6393,33791,1,Home Theater,False,Sandbar,False,Television,False
870656317836468226,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13,13,10,Cody,,6,2017,https://t.co/4hxnDOt1CV,2817,12819,4,Pembroke,True,Cardigan,True,Beagle,True
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13,13,10,Zoey,,6,2017,https://t.co/T1xlgaPujm,27680,85011,1,Golden Retriever,True,Great Pyrenees,True,Labrador Retriever,True
870308999962521604,This is Rumble,13,10,Rumble,,6,2017,https://t.co/MVQCzrF1g9,4384,22453,2,Greater Swiss Mountain Dog,True,Appenzeller,True,Entlebucher,True
870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14,13,10,Clifford,,5,2017,https://t.co/apVOyDgOju,8840,37771,1,Comic Book,False,Envelope,False,Book Jacket,False
869772420881756160,This is Dewey ,13,10,Dewey,,5,2017,https://t.co/HciEaJkC4D,10663,43710,1,Pembroke,True,Cardigan,True,Malamute,True
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13,13,10,Stanley,,5,2017,https://t.co/vmCu3PFCQq,6728,29116,1,Pembroke,True,Cardigan,True,Chihuahua,True
869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12,13,10,Scout,doggo,5,2017,https://t.co/DsA2hwXAJo,3327,16476,1,Chihuahua,True,Toy Terrier,True,Muzzle,False
869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13,13,10,Gizmo,,5,2017,https://t.co/IoR3n1fiiQ,4023,21112,1,Pembroke,True,Chihuahua,True,Cardigan,True
868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14,13,10,Walter,,5,2017,https://t.co/r28jFx9uyF,12518,55098,1,Laptop,False,French Bulldog,True,Printer,False
868622495443632128,Here's a h,13,10,None,,5,2017,https://t.co/yeaH8Ej5eM,6275,28295,1,Labrador Retriever,True,Great Pyrenees,True,Saint Bernard,True
868552278524837888,Say hello to Cooper. His expression is the same wet or dry. Absolute 12,13,10,Cooper,,5,2017,https://t.co/ZMTE4Mr69f,2240,10539,1,Whippet,True,Italian Greyhound,True,American Staffordshire Terrier,True
867900495410671616,Unbelievable. We only rate dogs. Please don't send in non,13,10,None,,5,2017,https://t.co/JMhDNv5wXZ,4439,24964,1,Labrador Retriever,True,Kuvasz,True,Dalmatian,True
867774946302451713,Meet Harold.  He's h,13,10,Harold,,5,2017,https://t.co/ZYg3NZGICa,7788,35179,2,Border Collie,True,Cardigan,True,Collie,True
867421006826221569,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12,13,10,Shikha,puppo,5,2017,https://t.co/XZlZKd73go,2697,16755,1,Eskimo Dog,True,Siberian Husky,True,Malamute,True
867051520902168576,Oh my this spooked me up. We only rate dogs,13,10,None,,5,2017,https://t.co/M5Rz0R8SIQ,8425,33420,1,Samoyed,True,Pekinese,True,Pomeranian,True
866686824827068416,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12,13,10,Lili,,5,2017,https://t.co/9b9J46E86Z,3727,20070,1,Flat-Coated Retriever,True,Groenendael,True,Curly-Coated Retriever,True
866450705531457537,This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13,13,10,Jamesy,pupper,5,2017,https://t.co/wk7TfysWHr,32883,106827,2,French Bulldog,True,Boston Bull,True,Pug,True
866334964761202691,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12,13,10,Coco,,5,2017,https://t.co/W86h5dgR6c,15546,54720,1,Samoyed,True,Pomeranian,True,Keeshond,True
865718153858494464,Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not,13,10,Boomer,,5,2017,https://t.co/pozUoHLkGg,6008,26640,1,Golden Retriever,True,Kuvasz,True,Labrador Retriever,True
865359393868664832,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13,13,10,Sammy,,5,2017,https://t.co/g20EmqK7vc,5384,27530,2,Chesapeake Bay Retriever,True,Labrador Retriever,True,Weimaraner,True
865006731092295680,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13,13,10,Nelly,,5,2017,https://t.co/LbkG5CiM7o,8209,29063,1,Pembroke,True,Cardigan,True,Basenji,True
864873206498414592,We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14,13,10,None,,5,2017,https://t.co/wr3xsjeCIR,9361,33651,2,Pole,False,Lakeside,False,Wreck,False
864279568663928832,This is Meatball. He doing what's known in the industry as a mid,13,10,Meatball,,5,2017,https://t.co/S2HdmFFPck,3266,15195,1,Bull Mastiff,True,French Bulldog,True,Staffordshire Bullterrier,True
864197398364647424,This is Paisley. She ate a flower just to prove she could. Savage af. 13,13,10,Paisley,,5,2017,https://t.co/cPq9fYvkzr,9616,31459,4,Golden Retriever,True,Labrador Retriever,True,Tibetan Mastiff,True
863907417377173506,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13,13,10,Albus,,5,2017,https://t.co/ht47njyZ64,4441,21477,1,Marmot,False,Meerkat,False,Weasel,False
863553081350529029,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13,13,10,Neptune,,5,2017,https://t.co/tordvmaaop,4489,15935,1,Eskimo Dog,True,Malamute,True,Siberian Husky,True
863432100342583297,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12,13,10,Belle,,5,2017,https://t.co/fGQUzR8w3H,5664,24829,1,Staffordshire Bullterrier,True,French Bulldog,True,Beagle,True
863079547188785154,Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo,13,10,None,,5,2017,https://t.co/lVU5GyNFen,1195,9094,1,Lakeland Terrier,True,Airedale,True,Teddy,False
863062471531167744,Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13,13,10,Quinn,,5,2017,https://t.co/MOBkQnyHib,2687,8945,2,French Bulldog,True,Pug,True,Boxer,True
862831371563274240,This is Zooey. She's the world's biggest fan of illiterate delivery people. 13,13,10,Zooey,,5,2017,https://t.co/ixOFQ1tfqE,5457,20011,2,Australian Terrier,True,Irish Terrier,True,German Shepherd,True
862722525377298433,This is Dave. He passed the h,13,10,Dave,,5,2017,https://t.co/Eme9Uar6v2,3809,17779,1,Basset,True,Beagle,True,Boxer,True
862457590147678208,This is Jersey. He likes to watch movies,13,10,Jersey,,5,2017,https://t.co/jvSNASweNb,5388,21492,1,Home Theater,False,Studio Couch,False,Barber Chair,False
862096992088072192,We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13,13,10,None,,5,2017,https://t.co/nvZyyrp0kd,21840,66437,2,Chow,True,Pomeranian,True,Pekinese,True
861383897657036800,This is Hobbes. He's never seen bubbles before. 13,13,10,Hobbes,,5,2017,https://t.co/QFRlbZw4Z1,11528,37744,1,Cardigan,True,Pembroke,True,French Bulldog,True
861288531465048066,HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H,13,10,None,,5,2017,https://t.co/SqKJPwbQ2g,4479,18032,1,Syringe,False,Oxygen Mask,False,Bouvier Des Flandres,True
861005113778896900,This is Burt. He thinks your thesis statement is comically underdeveloped. 12,13,10,Burt,,5,2017,https://t.co/jH6EN9cEn6,4119,17538,1,German Shepherd,True,Pembroke,True,Muzzle,False
860563773140209665,Meet Lorenzo. He's an avid nifty hat wearer and absolute 13,13,10,Lorenzo,,5,2017,https://t.co/qZdSdzm08p,2334,7878,1,Cardigan,True,Pembroke,True,Beagle,True
860524505164394496,This is Carl. He likes to dance. Doesn't care what you think about it. 13,13,10,Carl,,5,2017,https://t.co/C2zHcNIu4I,5698,24678,1,Bedlington Terrier,True,Toy Poodle,True,Lakeland Terrier,True
